document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
13335_Efficient_semantic_uncer,73,65,0,7,1,0,0,577.19,72.26,215.28,172.27,5274.65,1087484,29307,1116791,32,0.252664,0.32,0.572664
1_perspective_PLOSWater_preview,67,56,1,8,2,0,0,362.01,135.65,232.77,217.99,9088.52,1519877,49490,1569367,49,0.363362,0.49,0.853362
23812_Unmasking_Puppeteers_Lev,72,66,0,6,0,0,0,392.21,53.52,243.48,118.24,3853.72,178188,5243,183431,6,0.041929,0.06,0.101929
24047_Fourier_Token_Merging_Un,32,23,0,3,6,0,0,349.05,105.78,243.35,211.99,3384.98,435664,12681,448345,16,0.102349,0.16,0.262349
2606.11534v1_Urban_Heat_MiniCubes_An_AI-Ready_dataset_for_urban_heat_rese,104,98,0,5,1,0,0,632.5,93.63,217.37,212.81,9737.68,1133318,34534,1167852,42,0.268103,0.42,0.688103
2606.11558v1_Measurable_matchings_in_unbalanced_graphs,156,146,3,6,1,0,0,500.38,58.21,231.79,154.85,9080.03,952098,28418,980516,41,0.224521,0.41,0.634521
2606.11565v1,38,19,2,3,14,0,0,384.51,100.04,157.33,148.53,3801.57,947002,29441,976443,37,0.224729,0.37,0.594729
2606.12165v1_Pricing_mobility_services_under_decision-dependent_demand_un,36,32,0,3,1,0,0,197.12,77.53,159.56,158.01,2791.04,197788,6748,204536,7,0.047655,0.07,0.117655
2606.12167v1_Shared_Infrastructure_Investment_and_Pricing_Stackelberg_Equ,75,62,0,13,0,0,0,369.75,67.04,151.79,138.04,5027.89,805886,23582,829468,30,0.189475,0.3,0.489475
2606.12170v1_A_Stochastic_Framework_for_the_Spherical_Jeans_Equation_Moti,35,30,0,1,4,0,0,207.58,66.76,158.69,149.42,2336.76,389901,11804,401705,19,0.092145,0.19,0.282145
2606.12264v1_The_Confined_beta-Soft_rotor_model_in_rare-earth_nuclei,76,68,1,5,2,0,0,267.03,66.77,219.88,156.33,5074.87,486594,16158,502752,23,0.116709,0.23,0.346709
2606.12308v1_Laser-Liquid_Interaction_in_Laser-Induced_Forward_Transfer_(,76,67,0,4,5,0,0,204.33,54.55,146.71,122.71,4145.5,432744,14349,447093,15,0.103768,0.15,0.253768
2606.12619v1_Constraining_the_Low-p_T_ηπ^0_Ratio_for_Direct-Photon_Analys,32,30,1,0,1,0,0,239.63,85.81,163.85,154.47,2745.88,520525,14968,535493,22,0.122067,0.22,0.342067
2606.12627v1_Two_pathways_to_diapycnal_mixing_in_strongly_stratified_flow,52,48,1,3,0,0,0,248.72,43.13,171.82,107.65,2242.79,193760,6356,200116,10,0.046378,0.1,0.146378
2606.12634v1_Keep_Policy_Gradient_in_Charge_Sibling-Guided_Credit_Distill,23,14,0,2,7,0,0,376.03,92.46,254.33,159.85,2126.58,158759,5065,163824,5,0.03783,0.05,0.08783
"2606.12652v1_A_mean_field_approach_to_multiple,_long-delayed_systems",31,25,0,3,3,0,0,219.71,94.05,160.71,112.27,2915.63,949521,30302,979823,51,0.226267,0.51,0.736267
AndyW_Dissertation_Limit,271,240,1,30,0,0,0,848.42,87.63,243.01,215.64,23746.85,2497588,71187,2568775,98,0.584943,0.98,1.564943
BD_money_in_bank_preprint,85,75,0,7,3,0,0,571.47,104.08,238.91,222.07,8846.62,1157333,33833,1191166,52,0.272066,0.52,0.792066
Cannabis_in_the_Capital__Manuscript,52,37,5,10,0,0,0,375.33,115.34,223.79,220.3,5997.91,676513,21243,697756,30,0.160795,0.3,0.460795
Domestic Politics in 2025_ South Korea's Polarized Democracy After Martial Law,24,16,3,2,3,0,0,290.67,165.73,252.56,229.08,3977.61,486514,14958,501472,24,0.115253,0.24,0.355253
Fingerprint_Ridges,38,38,0,0,0,0,0,271.61,102.47,198.36,193.11,3893.87,332949,9475,342424,13,0.077959,0.13,0.207959
GenAI_CrimEvidence,33,29,1,3,0,0,0,331.42,86.42,149.0,140.61,2851.84,534733,16352,551085,16,0.126571,0.16,0.286571
Gunshot_Detection_Literature_Review_Expanded,12,0,8,0,4,0,0,238.19,145.98,183.01,170.95,1751.8,428807,12454,441261,21,0.100706,0.21,0.310706
PredictionMarkets,49,0,49,0,0,0,0,444.21,81.89,101.19,98.23,4012.64,1267235,33870,1301105,19,0.294093,0.19,0.484093
Preprint - The AI Criminal Mastermind - Paper,85,65,5,14,1,0,0,904.57,105.79,230.42,223.08,8991.86,1837008,56871,1893879,76,0.435648,0.76,1.195648
Reimagining-justice-peacemaking-criminology-and-alternative-justice-systems-in-the-Kenyan-context,32,22,0,10,0,0,0,443.07,88.79,154.17,150.49,2841.28,725803,23785,749588,31,0.173703,0.31,0.483703
