raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"1. Day A, Karamouzas I. A Study in Zucker: Insights on Interactions Between Humans and Small Service Robots. IEEE Robot Autom Lett. 2024;9(3):2471-8. https://doi.org/10.1109/lra.2024.3355641",journal_article,A Study in Zucker: Insights on Interactions Between Humans and Small Service Robots,Day A | Karamouzas I,2024,IEEE Robot Autom Lett,9,3,2471-8,10.1109/lra.2024.3355641,,,,,
"2. Liu Y, Wang X, Du Y, Wang S. Service robots vs. human staff: The effect of service agents and service exclusion on unethical consumer behavior. J Hospital Tour Manag. 2023;55:401-15. https://doi.org/10.1016/j.jhtm.2023.05.015",journal_article,Service robots vs. human staff: The effect of service agents and service exclusion on unethical consumer behavior,Liu Y | Wang X | Du Y | Wang S,2023,J Hospital Tour Manag,55,,401-15,10.1016/j.jhtm.2023.05.015,,,,,
"3. Sun W, Zhang Z, Chen Y, Luan F. Heterogeneous effects of robots on employment in agriculture, industry, and services sectors. Technol Soc. 2023;75:102371. https://doi.org/10.1016/j.techsoc.2023.102371",journal_article,"Heterogeneous effects of robots on employment in agriculture, industry, and services sectors",Sun W | Zhang Z | Chen Y | Luan F,2023,Technol Soc,75,,102371,10.1016/j.techsoc.2023.102371,,,,,
"4. Lestingi L, Zerla D, Bersani MM, Rossi M. Specification, stochastic modeling and analysis of interactive service robotic applications. Robot Autonomous Syst. 2023;163:104387. https://doi.org/10.1016/j.robot.2023.104387",journal_article,"Specification, stochastic modeling and analysis of interactive service robotic applications",Lestingi L | Zerla D | Bersani MM | Rossi M,2023,Robot Autonomous Syst,163,,104387,10.1016/j.robot.2023.104387,,,,,
"5. Bai Y, Shang C, Li Y, Shen L, Jin S, Shen Q. Transport Object Detection in Street View Imagery Using Decomposed Convolutional Neural Networks. Mathematics. 2023;11(18):3839. https://doi.org/10.3390/math11183839",journal_article,Transport Object Detection in Street View Imagery Using Decomposed Convolutional Neural Networks,Bai Y | Shang C | Li Y | Shen L | Jin S | Shen Q,2023,Mathematics,11,18,3839,10.3390/math11183839,,,,,
"6. Qin C, Song A, Wei L, Zhao Y. A multimodal domestic service robot interaction system for people with declined abilities to express themselves. Intell Serv Robot. 2023;:1-20. https://doi.org/10.1007/s11370-023-00466-6",journal_article,A multimodal domestic service robot interaction system for people with declined abilities to express themselves,Qin C | Song A | Wei L | Zhao Y,2023,Intell Serv Robot,,,1-20,10.1007/s11370-023-00466-6,,,,,
"7. Lin T-Y, Wu K-R, Chen Y-S, Huang W-H, Chen Y-T. Takeout Service Automation With Trained Robots in the Pandemic-Transformed Catering Business. IEEE Robot Autom Lett. 2021;6(2):903-10. https://doi.org/10.1109/lra.2021.3052451",journal_article,Takeout Service Automation With Trained Robots in the Pandemic-Transformed Catering Business,Lin T-Y | Wu K-R | Chen Y-S | Huang W-H | Chen Y-T,2021,IEEE Robot Autom Lett,6,2,903-10,10.1109/lra.2021.3052451,,,,,
"8. Wei P, Yu X, Di Z, Dai X, Wang B, Zeng Y. Design of robot automatic navigation under computer intelligent algorithm and machine vision. J Ind Inform Integr. 2022;28:100366. https://doi.org/10.1016/j.jii.2022.100366",journal_article,Design of robot automatic navigation under computer intelligent algorithm and machine vision,Wei P | Yu X | Di Z | Dai X | Wang B | Zeng Y,2022,J Ind Inform Integr,28,,100366,10.1016/j.jii.2022.100366,,,,,
"9. Li W, Wang Z, Mai R, Ren P, Zhang Q, Zhou Y, et al. Modular design automation of the morphologies, controllers, and vision systems for intelligent robots: a survey. Vis Intell. 2023;1(1):2. https://doi.org/10.1007/s44267-023-00006-x",journal_article,"Modular design automation of the morphologies, controllers, and vision systems for intelligent robots: a survey",Li W | Wang Z | Mai R | Ren P | Zhang Q | Zhou Y | et al.,2023,Vis Intell,1,1,2,10.1007/s44267-023-00006-x,,,,,
"10. Seo S, Wu X, Choi J. Is her (his) gender matched or not matched with me? Gender (dis)match effect between customers and gendered service robots. Int J Hospital Manag. 2024;119:103723. https://doi.org/10.1016/j.ijhm.2024.103723",journal_article,Is her (his) gender matched or not matched with me? Gender (dis)match effect between customers and gendered service robots,Seo S | Wu X | Choi J,2024,Int J Hospital Manag,119,,103723,10.1016/j.ijhm.2024.103723,,,,,
