raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"Cheong, Yeilim and Stephan Haggard. 2023. ""Political Polarization in Korea."" Democratization 30 (7): 1215-1239.",journal_article,Political Polarization in Korea,Yeilim Cheong | Stephan Haggard,2023,Democratization,30,7,1215-1239,,,,,,
"Cho, Joan E., and Aram Hur. 2025. ""The Perils of South Korean Democracy."" Journal of Democracy 36 (2): 38-46.",journal_article,The Perils of South Korean Democracy,Joan E. Cho | Aram Hur,2025,Journal of Democracy,36,2,38-46,,,,,,
"Ghitza, Yair, Andrew Gelman, and Jonathan Auerbach. 2023. ""The Great Society, Reagan's Revolution, and Generations of Presidential Voting."" American Journal of Political Science 67(3): 520-537.",journal_article,"The Great Society, Reagan's Revolution, and Generations of Presidential Voting",Yair Ghitza | Andrew Gelman | Jonathan Auerbach,2023,American Journal of Political Science,67,3,520-537,,,,,,
"Han, Seungwoo. 2025. ""Martial Law, Democratic Erosion, and Democratic Resilience in South Korea."" Asian Journal of Comparative Politics.",journal_article,"Martial Law, Democratic Erosion, and Democratic Resilience in South Korea",Seungwoo Han,2025,Asian Journal of Comparative Politics,,,,,,,,,
"Hong, Ji Yeon, and Christopher Paik. 2021. ""Hate Thy Communist Neighbor: Protestants and Politics in South Korea."" Journal of Economic Behavior & Organization 186: 707-723.",journal_article,Hate Thy Communist Neighbor: Protestants and Politics in South Korea,Ji Yeon Hong | Christopher Paik,2021,Journal of Economic Behavior & Organization,186,,707-723,,,,,,
"Hur, Aram. 2025. ""South Korea's Democracy at a Crossroads."" Korea Observer 56(1): 1-18.",journal_article,South Korea's Democracy at a Crossroads,Aram Hur,2025,Korea Observer,56,1,1-18,,,,,,
"Hur, Aram, and Andrew Yeo. 2024. ""Democratic Ceilings: The Long Shadow of Nationalist Polarization in East Asia."" Comparative Political Studies 57(4): 584-612.",journal_article,Democratic Ceilings: The Long Shadow of Nationalist Polarization in East Asia,Aram Hur | Andrew Yeo,2024,Comparative Political Studies,57,4,584-612,,,,,,
"Jang, Sung-Min and Doh Chull Shin. 2021. ""The Rise of Generational Politics in South Korea."" The Pacific Review 34(5): 791-817.",journal_article,The Rise of Generational Politics in South Korea,Sung-Min Jang | Doh Chull Shin,2021,The Pacific Review,34,5,791-817,,,,,,
"Kang, Won-Taek. 2020. ""Religion, Social Conservatism, and Democratic Discontent in Korea."" Democratization 27(6): 1021-1041.",journal_article,"Religion, Social Conservatism, and Democratic Discontent in Korea",Won-Taek Kang,2020,Democratization,27,6,1021-1041,,,,,,
"Kim, Jibum, et al. 2025. Korean General Social Survey (KGSS), 2003-2025 Cumulative Dataset. Seoul, Korea: Sungkyunkwan University Survey Research Center.",book,"Korean General Social Survey (KGSS), 2003-2025 Cumulative Dataset",Jibum Kim | et al.,2025,,,,,,,,Sungkyunkwan University Survey Research Center,,
"Koo, Hagen. 1993. State and Society in Contemporary Korea. Ithaca, New York: Cornell University Press.",book,State and Society in Contemporary Korea,Hagen Koo,1993,,,,,,,,Cornell University Press,,
"Lee, Eunwoo. 2025. ""Angry Young Men Amid South Korea's Impeachment Turmoil."" The Diplomat. February 10, 2025.",web,Angry Young Men Amid South Korea's Impeachment Turmoil,Eunwoo Lee,2025,The Diplomat,,,,,,,,,"February 10, 2025"
"Lee, Michelle Ye Hee. 2025. ""Charlie Kirk's Death has Fired Up South Korea's 'MAGA' Conservatives."" Washington Post. October 3, 2025.",web,Charlie Kirk's Death has Fired Up South Korea's 'MAGA' Conservatives,Michelle Ye Hee Lee,2025,Washington Post,,,,,,,,,"October 3, 2025"
"Lee, Nae-Young. 2018. ""Youth Disillusionment and Democratic Fatigue in South Korea."" Democratization 25(6): 1035-1052.",journal_article,Youth Disillusionment and Democratic Fatigue in South Korea,Nae-Young Lee,2018,Democratization,25,6,1035-1052,,,,,,
"Lee, Namhee. 2011. The Making of Minjung: Democracy and the Politics of Representation in South Korea. Ithaca, New York: Cornell University Press.",book,The Making of Minjung: Democracy and the Politics of Representation in South Korea,Namhee Lee,2011,,,,,,,,Cornell University Press,,
"Lee, Yoonkyung. 2025. ""We are Each Other's Democracy: The Emergence of New Political Subjectivities and Solidarities during the Anti-Martial Law Protests in South Korea."" Critical Asian Studies 57(3): 375-391.",journal_article,We are Each Other's Democracy: The Emergence of New Political Subjectivities and Solidarities during the Anti-Martial Law Protests in South Korea,Yoonkyung Lee,2025,Critical Asian Studies,57,3,375-391,,,,,,
"Moon, Chung-in and Byung-joon Jun. 2011. ""Christianity and Anti-Communism in South Korea: The Origins of Conservative Ideology."" Pacific Affairs 84(3): 515-537.",journal_article,Christianity and Anti-Communism in South Korea: The Origins of Conservative Ideology,Chung-in Moon | Byung-joon Jun,2011,Pacific Affairs,84,3,515-537,,,,,,
"Neundorf, Anja and Grigore Pop-Elches. 2020. ""Dictators and Their Subjects: Authoritarian Attitudinal Effects and Legacies."" Comparative Political Studies 53(12): 1839-1860.",journal_article,Dictators and Their Subjects: Authoritarian Attitudinal Effects and Legacies,Anja Neundorf | Grigore Pop-Elches,2020,Comparative Political Studies,53,12,1839-1860,,,,,,
"Park, Jong Hee. 2025. ""Democratic Resilience and Vulnerability in South Korea: Lessons from South Korea's 2024-2025 Constitutional Crisis."" Pacific Affairs 98(2)): 317-332.",journal_article,Democratic Resilience and Vulnerability in South Korea: Lessons from South Korea's 2024-2025 Constitutional Crisis,Jong Hee Park,2025,Pacific Affairs,98,2,317-332,,,,,,
"Park, Myung-Lim. 2011. ""Generational Change and Political Cleavages in Korea."" Asian Survey 51(2): 337-358.",journal_article,Generational Change and Political Cleavages in Korea,Myung-Lim Park,2011,Asian Survey,51,2,337-358,,,,,,
"Rustow, Dankwart A. 1970. ""Transitions to democracy: Toward a dynamic model."" Comparative Politics 2(3): 337-363.",journal_article,Transitions to democracy: Toward a dynamic model,Dankwart A. Rustow,1970,Comparative Politics,2,3,337-363,,,,,,
"Shin, Gi-Wook. 2012. ""Generation, Ideology, and Partisanship in South Korea."" Journal of East Asian Studies 12(3): 381-403.",journal_article,"Generation, Ideology, and Partisanship in South Korea",Gi-Wook Shin,2012,Journal of East Asian Studies,12,3,381-403,,,,,,
"Shin, Gi-Wook. 2025. ""Is South Korea's New President Good for Democracy?"" Accessed: https://www.journalofdemocracy.org/online-exclusive/is-south-koreas-new-president-good-for-democracy/",web,Is South Korea's New President Good for Democracy?,Gi-Wook Shin,2025,,,,,,,,,https://www.journalofdemocracy.org/online-exclusive/is-south-koreas-new-president-good-for-democracy/,
"Sneider, Noah. 2025. ""How Two Duelling History Influencers Explain South Korea's Polarised Politics."" The Economist. October 3, 2025.",web,How Two Duelling History Influencers Explain South Korea's Polarised Politics,Noah Sneider,2025,The Economist,,,,,,,,,"October 3, 2025"
