raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"Becker H, Ciari F, Axhausen KW (2017) Modeling free-floating car-sharing use in switzerland: A spatial regression and conditional logit approach. Transportation Research Part C: Emerging Technologies 81:286-299, URL http://dx.doi.org/10.1016/j.trc.2017.06.008",journal_article,Modeling free-floating car-sharing use in switzerland: A spatial regression and conditional logit approach,Becker H | Ciari F | Axhausen KW,2017,Transportation Research Part C: Emerging Technologies,81,,286-299,10.1016/j.trc.2017.06.008,,,,http://dx.doi.org/10.1016/j.trc.2017.06.008,
"Birge JR, Louveaux F (2011) Introduction to stochastic programming (Springer Science & Business Media), URL http://dx.doi.org/10.1007/978-1-4614-0237-4",book,Introduction to stochastic programming,Birge JR | Louveaux F,2011,,,,,10.1007/978-1-4614-0237-4,9781461402374,,Springer Science & Business Media,http://dx.doi.org/10.1007/978-1-4614-0237-4,
"Carrone AP, Hoening VM, Jensen AF, Mabit SE, Rich J (2020) Understanding car sharing preferences and mode substitution patterns: A stated preference experiment. Transport policy 98:139-147, URL http://dx.doi.org/10.1016/j.tranpol.2020.03.010",journal_article,Understanding car sharing preferences and mode substitution patterns: A stated preference experiment,Carrone AP | Hoening VM | Jensen AF | Mabit SE | Rich J,2020,Transport policy,98,,139-147,10.1016/j.tranpol.2020.03.010,,,,http://dx.doi.org/10.1016/j.tranpol.2020.03.010,
"Deng J, Pantuso G (2026) Zonification and pricing in carsharing: Formulations and exact solutions. European Journal of Operational Research 329(2):687-702, URL http://dx.doi.org/10.1016/j.ejor.2025.07.059",journal_article,Zonification and pricing in carsharing: Formulations and exact solutions,Deng J | Pantuso G,2026,European Journal of Operational Research,329,(2),687-702,10.1016/j.ejor.2025.07.059,,,,http://dx.doi.org/10.1016/j.ejor.2025.07.059,
Free2move (2025) What is a drop-off fee? URL https://www.free2move.com/it/en/faq/car-sharing/rate-and-fees/#what-is-a-drop-off-fee,web,What is a drop-off fee?,Free2move,2025,,,,,,,,,https://www.free2move.com/it/en/faq/car-sharing/rate-and-fees/#what-is-a-drop-off-fee,
"GUMBEL EJ (1960) Multivariate extremal distributions. Annals of Mathematical Statistics, volume 31, 1216-1216, URL http://dx.doi.org/10.2307/2336802",journal_article,Multivariate extremal distributions,GUMBEL EJ,1960,Annals of Mathematical Statistics,31,,1216-1216,10.2307/2336802,,,,http://dx.doi.org/10.2307/2336802,
"Huang K, An K, de Almeida Correia GH, Rich J, Ma W (2021) An innovative approach to solve the carsharing demand-supply imbalance problem under demand uncertainty. Transportation Research Part C: Emerging Technologies 132:103369, URL http://dx.doi.org/10.1016/j.trc.2021.103369",journal_article,An innovative approach to solve the carsharing demand-supply imbalance problem under demand uncertainty,Huang K | An K | de Almeida Correia GH | Rich J | Ma W,2021,Transportation Research Part C: Emerging Technologies,132,,103369,10.1016/j.trc.2021.103369,,,,http://dx.doi.org/10.1016/j.trc.2021.103369,
"Huang K, de Almeida Correia GH, An K (2018) Solving the station-based one-way carsharing network planning problem with relocations and non-linear demand. Transportation Research Part C: Emerging Technologies 90:1-17, URL http://dx.doi.org/10.1016/j.trc.2018.02.020",journal_article,Solving the station-based one-way carsharing network planning problem with relocations and non-linear demand,Huang K | de Almeida Correia GH | An K,2018,Transportation Research Part C: Emerging Technologies,90,,1-17,10.1016/j.trc.2018.02.020,,,,http://dx.doi.org/10.1016/j.trc.2018.02.020,
"Jorge D, Molnar G, de Almeida Correia GH (2015) Trip pricing of one-way station-based carsharing networks with zone and time of day price variations. Transportation Research Part B: Methodological 81:461-482, URL http://dx.doi.org/10.1016/j.trb.2015.06.003",journal_article,Trip pricing of one-way station-based carsharing networks with zone and time of day price variations,Jorge D | Molnar G | de Almeida Correia GH,2015,Transportation Research Part B: Methodological,81,,461-482,10.1016/j.trb.2015.06.003,,,,http://dx.doi.org/10.1016/j.trb.2015.06.003,
"Kopa M, Rus`y T (2021) A decision-dependent randomness stochastic program for asset-liability management model with a pricing decision. Annals of Operations Research 299(1):241-271, URL http://dx.doi.org/10.1007/s10479-020-03583-y",journal_article,A decision-dependent randomness stochastic program for asset-liability management model with a pricing decision,Kopa M | Rus`y T,2021,Annals of Operations Research,299,(1),241-271,10.1007/s10479-020-03583-y,,,,http://dx.doi.org/10.1007/s10479-020-03583-y,
