document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
13335_Efficient_semantic_uncer,73,70,0,2,1,0,0,332.52,48.53,129.35,105.09,3542.84,964233,37422,1001655,30,0.297189,0.15,0.447191
1_perspective_PLOSWater_preview,67,56,1,7,3,0,0,236.04,91.18,178.73,122.57,6109.33,1706266,74886,1781152,67,0.842074,0.48,1.322074
23812_Unmasking_Puppeteers_Lev,72,68,0,4,0,0,0,225.29,36.18,142.45,87.18,2605.14,185161,6502,191663,6,0.056044,0.03,0.086044
24047_Fourier_Token_Merging_Un,32,25,0,2,5,0,0,201.84,67.77,143.2,127.14,2168.54,412046,14862,426908,12,0.125305,0.06,0.185304
2606.11534v1_Urban_Heat_MiniCubes_An_AI-Ready_dataset_for_urban_heat_rese,104,95,0,5,4,0,0,369.34,60.2,136.02,128.88,6261.32,1032293,43600,1075893,33,0.323473,0.165,0.488472
2606.11558v1_Measurable_matchings_in_unbalanced_graphs,156,150,1,5,0,0,0,292.17,38.2,98.64,85.68,5959.55,948308,39353,987661,31,0.296105,0.155,0.451105
2606.11565v1,38,20,1,3,14,0,0,204.96,62.35,102.23,95.36,2369.16,817469,32169,849638,25,0.252622,0.125,0.37762
2606.12165v1_Pricing_mobility_services_under_decision-dependent_demand_un,36,33,0,2,1,0,0,91.46,36.86,88.63,86.08,1327.14,218681,9246,227927,7,0.068539,0.035,0.10354
2606.12167v1_Shared_Infrastructure_Investment_and_Pricing_Stackelberg_Equ,75,69,0,6,0,0,0,193.99,39.99,102.77,81.31,2998.99,797941,34067,832008,25,0.250589,0.125,0.375587
2606.12170v1_A_Stochastic_Framework_for_the_Spherical_Jeans_Equation_Moti,35,31,0,0,4,0,0,96.09,49.6,92.57,92.56,1735.92,339098,13796,352894,11,0.105469,0.055,0.160469
2606.12264v1_The_Confined_beta-Soft_rotor_model_in_rare-earth_nuclei,75,68,1,5,1,0,0,326.28,37.13,297.61,80.68,2784.57,503790,23860,527650,19,0.184183,0.115,0.299184
2606.12308v1_Laser-Liquid_Interaction_in_Laser-Induced_Forward_Transfer_(,76,68,0,1,7,0,0,103.91,32.14,87.37,78.48,2442.7,475985,22434,498419,14,0.152648,0.07,0.222648
2606.12619v1_Constraining_the_Low-p_T_ηπ^0_Ratio_for_Direct-Photon_Analys,32,22,1,8,1,0,0,161.17,57.71,160.65,91.23,1846.87,258875,10594,269469,7,0.080609,0.035,0.115611
2606.12627v1_Two_pathways_to_diapycnal_mixing_in_strongly_stratified_flow,52,49,1,2,0,0,0,69.45,18.69,54.26,39.88,972.06,152852,7689,160541,5,0.049747,0.025,0.074746
2606.12634v1_Keep_Policy_Gradient_in_Charge_Sibling-Guided_Credit_Distill,23,15,0,2,6,0,0,72.22,24.39,61.03,43.61,561.02,152402,5224,157626,5,0.045937,0.025,0.070936
"2606.12652v1_A_mean_field_approach_to_multiple,_long-delayed_systems",31,24,0,5,2,0,0,108.76,37.84,108.57,45.32,1173.19,866017,39477,905494,27,0.275718,0.135,0.41072
AndyW_Dissertation_Limit,271,255,1,15,0,0,0,381.05,39.89,109.63,97.38,10810.68,2092985,75552,2168537,74,0.719241,0.42,1.139244
BD_money_in_bank_preprint,85,75,0,6,4,0,0,231.48,46.18,108.14,100.35,3925.28,848159,31120,879279,27,0.258721,0.135,0.393721
Cannabis_in_the_Capital__Manuscript,52,45,2,4,1,0,0,129.91,52.92,99.31,98.01,2752.0,586330,23030,609360,19,0.181128,0.095,0.276131
Domestic Politics in 2025_ South Korea's Polarized Democracy After Martial Law,24,17,1,1,5,0,0,173.37,74.79,163.14,121.14,1794.89,510525,15895,526420,13,0.151473,0.065,0.216473
Fingerprint_Ridges,38,36,0,2,0,0,0,129.03,56.68,119.0,99.27,2153.87,387838,14032,401870,12,0.118006,0.06,0.178007
GenAI_CrimEvidence,33,30,0,2,1,0,0,199.13,54.17,91.01,91.0,1787.54,536268,23250,559518,17,0.16894,0.085,0.253942
Gunshot_Detection_Literature_Review_Expanded,12,0,5,2,5,0,0,301.97,79.18,299.39,108.15,950.11,408555,16433,424988,17,0.153871,0.115,0.268873
PredictionMarkets,49,0,49,0,0,0,0,252.05,41.0,72.48,48.61,2008.96,1474643,57469,1532112,47,0.454861,0.235,0.689864
Preprint - The AI Criminal Mastermind - Paper,85,72,2,9,2,0,0,526.85,58.15,140.23,121.71,4942.73,1703232,67774,1771006,82,1.031821,0.675,1.70682
Reimagining-justice-peacemaking-criminology-and-alternative-justice-systems-in-the-Kenyan-context,32,25,0,5,2,0,0,154.31,40.45,97.08,84.85,1294.34,598191,21796,619987,19,0.182243,0.095,0.277244
affiliation_errors_openalex,34,31,1,2,0,0,0,94.82,32.68,93.46,90.35,1111.11,217032,9328,226360,7,0.06825,0.035,0.10325
algorithms-19-00509,52,51,0,1,0,0,0,201.64,57.64,144.22,117.52,2997.37,513677,21716,535393,16,0.16099,0.08,0.240991
hall_next_research,84,37,5,13,29,0,0,423.61,91.27,214.7,143.04,7666.79,1968946,84059,2053005,61,0.618326,0.305,0.923325
journal.pone.0325168,115,110,0,3,2,0,0,344.72,56.56,148.8,126.3,6503.93,876832,32169,909001,28,0.267463,0.14,0.407463
journal.pone.0334595,43,42,0,1,0,0,0,138.48,64.41,118.24,114.71,2769.84,246380,10294,256674,8,0.077036,0.04,0.117035
journal.pone.0345850,91,71,0,3,17,0,0,311.67,89.06,306.36,175.85,8104.41,1650927,60447,1711374,53,0.533784,0.295,0.828787
