raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"[ACK02] R. Aharoni, M. Chudnovsky, and A. Kotlov. Triangulated spheres and colored cliques, Discrete Comput. Geom., 28 (2002), 223-229 (cit. on p. 33)",journal_article,Triangulated spheres and colored cliques,R. Aharoni | M. Chudnovsky | A. Kotlov,2002,Discrete Comput. Geom.,28,,223-229,,,,,,
"[Alo88] N. Alon. The linear arboricity of graphs, Isr. J. Math., 62 (1988), 311-325 (cit. on pp. 32, 33)",journal_article,The linear arboricity of graphs,N. Alon,1988,Isr. J. Math.,62,,311-325,,,,,,
"[Alo94] N. Alon. Probabilistic methods in coloring and decomposition problems, Discrete Math., 127 (1994), 31-46 (cit. on p. 33)",journal_article,Probabilistic methods in coloring and decomposition problems,N. Alon,1994,Discrete Math.,127,,31-46,,,,,,
"[ABI86] N. Alon, L. Babai, and A. Itai. A fast and simple randomized parallel algorithm for the maximal independent set problem, J. Algorithms, 7 (4) (1986), 567-583 (cit. on p. 39)",journal_article,A fast and simple randomized parallel algorithm for the maximal independent set problem,N. Alon | L. Babai | A. Itai,1986,J. Algorithms,7,4,567-583,,,,,,
"[AS16] N. Alon and J.H. Spencer. The Probabilistic Method. 4th ed. John Wiley & Sons, 2016 (cit. on pp. 34, 35, 37, 41)",book,The Probabilistic Method,N. Alon | J.H. Spencer,2016,,,,,,9781119061953,,John Wiley & Sons,,
"[AE14] P. Ara and R. Exel. Dynamical systems associated to separated graphs, graph algebras, and paradoxical decompositions, Adv. Math., 252 (2014), 748-804 (cit. on p. 13)",journal_article,"Dynamical systems associated to separated graphs, graph algebras, and paradoxical decompositions",P. Ara | R. Exel,2014,Adv. Math.,252,,748-804,,,,,,
"[Awe+89] B. Awerbuch, A.V. Goldberg, M. Luby, and S.A. Plotkin. Network decomposition and locality in distributed computation, IEEE Symposium on Foundations of Computer Science (FOCS), (1989), 364-369 (cit. on p. 28)",conference_paper,Network decomposition and locality in distributed computation,B. Awerbuch | A.V. Goldberg | M. Luby | S.A. Plotkin,1989,IEEE Symposium on Foundations of Computer Science (FOCS),,,364-369,,,,,,
"[BT24] S. Banach and A. Tarski. Sur la décomposition des ensembles de points en parties respectivement congruentes (French) [On the decomposition of point sets into respectively congruent parts], Fundam. Math., 6 (1924), 244-277 (cit. on p. 11)",journal_article,Sur la décomposition des ensembles de points en parties respectivement congruentes (French) [On the decomposition of point sets into respectively congruent parts],S. Banach | A. Tarski,1924,Fundam. Math.,6,,244-277,,,,,,
[BE13] L. Barenboim and M. Elkin. Distributed Graph Coloring: Fundamentals and Recent Developments. Synthesis Lectures on Distributed Computing Theory. 2013 (cit. on p. 39),book,Distributed Graph Coloring: Fundamentals and Recent Developments,L. Barenboim | M. Elkin,2013,,,,,,,,Synthesis Lectures on Distributed Computing Theory,,
"[Bar96] Y. Bartal. Probabilistic approximation of metric spaces and its algorithmic applications, IEEE Symposium on Foundations of Computer Science (FOCS), (1996), 184-193 (cit. on p. 28)",conference_paper,Probabilistic approximation of metric spaces and its algorithmic applications,Y. Bartal,1996,IEEE Symposium on Foundations of Computer Science (FOCS),,,184-193,,,,,,
"[Bec91] J. Beck. An algorithmic approach to the Lovász Local Lemma. I, Rand. Str. & Alg., 2 (4) (1991), 343-365 (cit. on p. 35)",journal_article,An algorithmic approach to the Lovász Local Lemma. I,J. Beck,1991,Rand. Str. & Alg.,2,4,343-365,,,,,,
