raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"[1] Hang Chu, Shugao Ma, Fernando De la Torre, Sanja Fidler, and Yaser Sheikh. Expressive telepresence via modular codec avatars. In European Conference on Computer Vision, pages 330-345. Springer, 2020.",conference_paper,Expressive telepresence via modular codec avatars,Hang Chu | Shugao Ma | Fernando De la Torre | Sanja Fidler | Yaser Sheikh,2020,,,,330-345,,,European Conference on Computer Vision,Springer,,
"[2] Guohao Li, Hongyu Yang, Yifang Men, Di Huang, Weixin Li, Ruijie Yang, and Yunhong Wang. Generating Editable Head Avatars with 3D Gaussian GANs. In 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), pages 1-5. IEEE, 2025.",conference_paper,Generating Editable Head Avatars with 3D Gaussian GANs,Guohao Li | Hongyu Yang | Yifang Men | Di Huang | Weixin Li | Ruijie Yang | Yunhong Wang,2025,,,,1-5,,,"2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",IEEE,,
"[3] Matthijs Van Der Boon, Leonor Fermoselle, Frank Ter Haar, Sylvie Dijkstra-Soudarissanane, and Omar Niamut. Deep learning augmented realistic avatars for social VR human representation. In Proceedings of the 2022 ACM International Conference on Interactive Media Experiences, pages 311-318, 2022.",conference_paper,Deep learning augmented realistic avatars for social VR human representation,Matthijs Van Der Boon | Leonor Fermoselle | Frank Ter Haar | Sylvie Dijkstra-Soudarissanane | Omar Niamut,2022,,,,311-318,,,Proceedings of the 2022 ACM International Conference on Interactive Media Experiences,,,
"[4] Michael Stengel, Koki Nagano, Chao Liu, Matthew Chan, Alex Trevithick, Shalini De Mello, Jonghyun Kim, and David Luebke. AI-Mediated 3D Video Conferencing. In ACM SIGGRAPH Emerging Technologies, 2023. doi: 10.1145/3588037.3595385",conference_paper,AI-Mediated 3D Video Conferencing,Michael Stengel | Koki Nagano | Chao Liu | Matthew Chan | Alex Trevithick | Shalini De Mello | Jonghyun Kim | David Luebke,2023,,,,,10.1145/3588037.3595385,,ACM SIGGRAPH Emerging Technologies,,,
"[5] Shwetha Rajaram, Nels Numan, Balasaravanan Thoravi Kumaravel, Nicolai Marquardt, and Andrew D. Wilson. BlendScape: Enabling Unified and Personalized Video-Conferencing Environments through Generative AI. arXiv preprint arXiv:2403.13947, 2024.",working_paper,BlendScape: Enabling Unified and Personalized Video-Conferencing Environments through Generative AI,Shwetha Rajaram | Nels Numan | Balasaravanan Thoravi Kumaravel | Nicolai Marquardt | Andrew D. Wilson,2024,arXiv,,2403.13947,,,,,,,
"[6] Zhengang Li, Sheng Lin, Shan Liu, Songnan Li, Xue Lin, Wei Wang, and Wei Jiang. FAIVConf: Face Enhancement for AI-based Video Conference with Low Bit-rate. arXiv preprint arXiv:2207.04090, 2022.",working_paper,FAIVConf: Face Enhancement for AI-based Video Conference with Low Bit-rate,Zhengang Li | Sheng Lin | Shan Liu | Songnan Li | Xue Lin | Wei Wang | Wei Jiang,2022,arXiv,,2207.04090,,,,,,,
"[7] Ross Cutler, Ramin Mehran, Sam Johnson, Cha Zhang, Adam Kirk, Oliver Whyte, and Adarsh Kowdle. Multimodal Active Speaker Detection and Virtual Cinematography for Video Conferencing. arXiv preprint arXiv:2002.03977, 2020.",working_paper,Multimodal Active Speaker Detection and Virtual Cinematography for Video Conferencing,Ross Cutler | Ramin Mehran | Sam Johnson | Cha Zhang | Adam Kirk | Oliver Whyte | Adarsh Kowdle,2020,arXiv,,2002.03977,,,,,,,
"[8] Ting-Chun Wang, Arun Mallya, and Ming-Yu Liu. One-Shot Free-View Neural Talking-Head Synthesis for Video Conferencing. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), pages 10039-10049, 2021. doi: 10.1109/CVPR46437.2021.00991",conference_paper,One-Shot Free-View Neural Talking-Head Synthesis for Video Conferencing,Ting-Chun Wang | Arun Mallya | Ming-Yu Liu,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,10039-10049,10.1109/CVPR46437.2021.00991,,,,,
"[9] Haonan Tong, Haopeng Li, Hongyang Du, Zhaohui Yang, Changchuan Yin, and Dusit Niyato. Multimodal Semantic Communication for Generative Audio-Driven Video Conferencing. arXiv preprint arXiv:2410.22112, 2024.",working_paper,Multimodal Semantic Communication for Generative Audio-Driven Video Conferencing,Haonan Tong | Haopeng Li | Hongyang Du | Zhaohui Yang | Changchuan Yin | Dusit Niyato,2024,arXiv,,2410.22112,,,,,,,
"[10] Danial Samadi Vahdati, Tai Duc Nguyen, and Matthew C. Stamm. Defending Low-Bandwidth Talking Head Videoconferencing Systems From Real-Time Puppeteering Attacks. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops, pages 983-992, June 2023.",conference_paper,Defending Low-Bandwidth Talking Head Videoconferencing Systems From Real-Time Puppeteering Attacks,Danial Samadi Vahdati | Tai Duc Nguyen | Matthew C. Stamm,2023,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops,,,983-992,,,,,,
