raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"Andresen, M. A. (2009). Testing for similarity in area-based spatial patterns: A nonparametric Monte Carlo approach. Applied Geography, 29(3), 333-345.",journal_article,Testing for similarity in area-based spatial patterns: A nonparametric Monte Carlo approach,M. A. Andresen,2009,Applied Geography,29,3,333-345,,,,,,
"Bowers, K. (2014). Risky facilities: Crime radiators or crime absorbers? A comparison of internal and external levels of theft. Journal of Quantitative Criminology, 30(3), 389-414.",journal_article,Risky facilities: Crime radiators or crime absorbers? A comparison of internal and external levels of theft,K. Bowers,2014,Journal of Quantitative Criminology,30,3,389-414,,,,,,
"Braga, A. A., Turchan, B. S., Papachristos, A. V., & Hureau, D. M. (2019). Hot spots policing and crime reduction: An update of an ongoing systematic review and meta-analysis. Journal of Experimental Criminology, 15(3), 289-311.",journal_article,Hot spots policing and crime reduction: An update of an ongoing systematic review and meta-analysis,A. A. Braga | B. S. Turchan | A. V. Papachristos | D. M. Hureau,2019,Journal of Experimental Criminology,15,3,289-311,,,,,,
"Brantingham, P. J., & Brantingham, P. L. (1984). Patterns in crime. New York: Macmillan.",book,Patterns in crime,P. J. Brantingham | P. L. Brantingham,1984,,,,,,0023135204,,Macmillan,,
"Bühlmann, H., & Gisler, A. (2005). A course in credibility theory and its applications. Universitext. Berlin: Springer.",book,A course in credibility theory and its applications,H. Bühlmann | A. Gisler,2005,,,,,,9783540257530,,Springer,,
"Cameron, A. C., & Miller, D. L. (2015). A practitioner’s guide to cluster-robust inference. Journal of Human Resources, 50(2), 317-372.",journal_article,A practitioner’s guide to cluster-robust inference,A. C. Cameron | D. L. Miller,2015,Journal of Human Resources,50,2,317-372,,,,,,
"Cameron, A. C., & Trivedi, P. K. (2013). Regression analysis of count data (2nd ed.). Cambridge: Cambridge University Press.",book,Regression analysis of count data,A. C. Cameron | P. K. Trivedi,2013,,,,,,9780511066146,,Cambridge University Press,,
"Chainey, S., Tompson, L., & Uhlig, S. (2008). The utility of hotspot mapping for predicting spatial patterns of crime. Security Journal, 21(1-2), 4-28.",journal_article,The utility of hotspot mapping for predicting spatial patterns of crime,S. Chainey | L. Tompson | S. Uhlig,2008,Security Journal,21,1-2,4-28,,,,,,
"Chen, T., & Guestrin, C. (2016). XGBoost: A scalable tree boosting system. In Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining (pp. 785-794). New York: ACM.",conference_paper,XGBoost: A scalable tree boosting system,T. Chen | C. Guestrin,2016,Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,,785-794,,,,ACM,,
"Czado, C., Gneiting, T., & Held, L. (2009). Predictive model assessment for count data. Biometrics, 65(4), 1254-1261.",journal_article,Predictive model assessment for count data,C. Czado | T. Gneiting | L. Held,2009,Biometrics,65,4,1254-1261,,,,,,
"Davison, A. C., & Hinkley, D. V. (1997). Bootstrap methods and their application. Cambridge Series in Statistical and Probabilistic Mathematics. Cambridge: Cambridge University Press.",book,Bootstrap methods and their application,A. C. Davison | D. V. Hinkley,1997,,,,,,9781107263260,,Cambridge University Press,,
"Eck, J. E., Clarke, R. V., & Guerette, R. T. (2007). Risky facilities: Crime concentration in homogeneous sets of establishments and facilities. Crime Prevention Studies, 21, 225-264.",book_chapter,Risky facilities: Crime concentration in homogeneous sets of establishments and facilities,J. E. Eck | R. V. Clarke | R. T. Guerette,2007,Crime Prevention Studies,21,,225-264,,,,,,
"Federal Bureau of Investigation. (2021). National Incident-Based Reporting System (NIBRS) user manual. Washington, DC: U.S. Department of Justice.",book,National Incident-Based Reporting System (NIBRS) user manual,Federal Bureau of Investigation,2021,,,,,,,,U.S. Department of Justice,,
"Friedman, J. H. (2001). Greedy function approximation: A gradient boosting machine. Annals of Statistics, 29(5), 1189-1232.",journal_article,Greedy function approximation: A gradient boosting machine,J. H. Friedman,2001,Annals of Statistics,29,5,1189-1232,,,,,,
"Gneiting, T., & Raftery, A. E. (2007). Strictly proper scoring rules, prediction, and estimation. Journal of the American Statistical Association, 102(477), 359-378.",journal_article,"Strictly proper scoring rules, prediction, and estimation",T. Gneiting | A. E. Raftery,2007,Journal of the American Statistical Association,102,477,359-378,,,,,,
"Groff, E. R., Weisburd, D., & Yang, S.-M. (2010). Is it important to examine crime trends at a local “micro” level?: A longitudinal analysis of street to street variability in crime trajectories. Journal of Quantitative Criminology, 26(1), 7-32.",journal_article,Is it important to examine crime trends at a local “micro” level?: A longitudinal analysis of street to street variability in crime trajectories,E. R. Groff | D. Weisburd | S.-M. Yang,2010,Journal of Quantitative Criminology,26,1,7-32,,,,,,
"Hardyns, W., & Khalfa, R. (2023). Predicting crime across cities and regions: A comparative analysis of predictive modelling in three Belgian settings. Applied Spatial Analysis and Policy, 16(1), 485-508.",journal_article,Predicting crime across cities and regions: A comparative analysis of predictive modelling in three Belgian settings,W. Hardyns | R. Khalfa,2023,Applied Spatial Analysis and Policy,16,1,485-508,,,,,,
"Heaven, W. D. (2020, July 17). Predictive policing algorithms are racist. They need to be dismantled. MIT Technology Review. Retrieved April 2026 from https://www.technologyreview.com/2020/07/17/1005396/predictive-policing-algorithms-racist-dismantled-machine-learning-bias-criminal-justice/",web,Predictive policing algorithms are racist. They need to be dismantled.,W. D. Heaven,2020,MIT Technology Review,,,,,,,,https://www.technologyreview.com/2020/07/17/1005396/predictive-policing-algorithms-racist-dismantled-machine-learning-bias-criminal-justice/,April 2026
"Hilbe, J. M. (2011). Negative binomial regression (2nd ed.). Cambridge: Cambridge University Press.",book,Negative binomial regression,J. M. Hilbe,2011,,,,,,9781139011488,,Cambridge University Press,,
"Hubert, L., & Arabie, P. (1985). Comparing partitions. Journal of Classification, 2(1), 193-218.",journal_article,Comparing partitions,L. Hubert | P. Arabie,1985,Journal of Classification,2,1,193-218,,,,,,
"Ke, G., Meng, Q., Finley, T., Wang, T., Chen, W., Ma, W., Ye, Q., & Liu, T.-Y. (2017). LightGBM: A highly efficient gradient boosting decision tree. In Advances in Neural Information Processing Systems 30 (pp. 3146-3154).",conference_paper,LightGBM: A highly efficient gradient boosting decision tree,G. Ke | Q. Meng | T. Finley | T. Wang | W. Chen | W. Ma | Q. Ye | T.-Y. Liu,2017,Advances in Neural Information Processing Systems 30,,,3146-3154,,,,,,
