document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
13335_Efficient_semantic_uncer,73,69,0,2,2,0,0,353.93,48.92,138.46,118.87,3571.41,1109717,33713,1143430,30,0.328001,0.15,0.478
1_perspective_PLOSWater_preview,67,55,0,9,3,0,0,258.02,92.24,203.89,135.47,6180.04,1649647,65840,1715487,54,0.723132,0.36,1.083137
23812_Unmasking_Puppeteers_Lev,72,66,0,6,0,0,0,255.86,39.51,174.54,69.63,2844.56,205705,6831,212536,5,0.061674,0.025,0.086674
24047_Fourier_Token_Merging_Un,32,24,0,3,5,0,0,373.43,79.01,264.75,138.18,2528.44,464698,16668,481366,12,0.141176,0.06,0.201178
2606.11534v1_Urban_Heat_MiniCubes_An_AI-Ready_dataset_for_urban_heat_rese,104,97,1,4,2,0,0,426.17,64.0,154.79,140.13,6655.9,1202031,43683,1245714,33,0.366034,0.165,0.531034
2606.11558v1_Measurable_matchings_in_unbalanced_graphs,156,148,2,5,1,0,0,369.9,40.62,117.1,100.77,6336.69,904562,27857,932419,26,0.267924,0.13,0.397925
2606.11565v1,38,19,0,4,15,0,0,417.61,95.45,398.98,223.06,3627.03,1065605,36414,1102019,34,0.357269,0.215,0.572269
2606.12165v1_Pricing_mobility_services_under_decision-dependent_demand_un,36,33,0,2,1,0,0,150.24,40.58,119.68,105.3,1461.05,213325,7513,220838,6,0.064601,0.03,0.094601
2606.12167v1_Shared_Infrastructure_Investment_and_Pricing_Stackelberg_Equ,75,63,1,11,0,0,0,330.06,62.22,309.15,114.98,4666.85,831998,26734,858732,24,0.26649,0.125,0.39149
2606.12170v1_A_Stochastic_Framework_for_the_Spherical_Jeans_Equation_Moti,35,30,0,1,4,0,0,326.83,73.63,320.25,151.63,2577.1,519123,15662,534785,15,0.179478,0.1,0.279479
2606.12264v1_The_Confined_beta-Soft_rotor_model_in_rare-earth_nuclei,76,71,1,2,2,0,0,402.61,53.95,328.33,112.59,4100.58,523133,19014,542147,16,0.197763,0.1,0.297763
2606.12308v1_Laser-Liquid_Interaction_in_Laser-Induced_Forward_Transfer_(,76,67,0,2,7,0,0,113.39,27.93,85.84,64.96,2122.62,495094,20018,515112,13,0.153803,0.065,0.218803
2606.12619v1_Constraining_the_Low-p_T_ηπ^0_Ratio_for_Direct-Photon_Analys,32,31,1,0,0,0,0,111.59,39.83,78.32,73.48,1274.55,455020,17691,472711,13,0.140291,0.065,0.205292
2606.12627v1_Two_pathways_to_diapycnal_mixing_in_strongly_stratified_flow,52,49,0,2,1,0,0,125.23,20.21,91.55,50.64,1051.07,190764,6233,196997,5,0.05704,0.025,0.08204
2606.12634v1_Keep_Policy_Gradient_in_Charge_Sibling-Guided_Credit_Distill,23,15,0,2,6,0,0,173.41,48.76,131.59,90.85,1121.49,174221,7446,181667,5,0.054723,0.025,0.079725
"2606.12652v1_A_mean_field_approach_to_multiple,_long-delayed_systems",31,26,1,3,1,0,0,472.08,62.89,407.57,142.91,1949.48,955470,35062,990532,34,0.328656,0.21,0.538657
AndyW_Dissertation_Limit,271,246,2,22,1,0,0,705.41,75.34,465.96,206.19,20417.73,2479854,78587,2558441,80,0.832002,0.47,1.302004
BD_money_in_bank_preprint,85,77,1,5,2,0,0,528.73,88.64,399.89,274.81,7534.58,1154913,35257,1190170,42,0.559792,0.315,0.874791
Cannabis_in_the_Capital__Manuscript,52,42,3,6,1,0,0,430.38,112.94,377.77,262.56,5872.68,727705,23933,751638,21,0.236163,0.115,0.351163
Domestic Politics in 2025_ South Korea's Polarized Democracy After Martial Law,24,16,2,1,5,0,0,521.61,193.33,497.98,424.49,4639.98,625066,25473,650539,62,0.404815,0.58,0.984816
Fingerprint_Ridges,38,38,0,0,0,0,0,149.47,65.12,121.83,119.19,2474.72,315571,8305,323876,9,0.091349,0.045,0.13635
GenAI_CrimEvidence,33,32,0,1,0,0,0,156.0,40.27,84.98,73.89,1328.91,630766,21048,651814,18,0.189263,0.09,0.279263
Gunshot_Detection_Literature_Review_Expanded,12,0,7,2,3,0,0,522.81,120.24,472.77,132.04,1442.88,509038,17819,526857,20,0.203356,0.15,0.353355
PredictionMarkets,49,0,49,0,0,0,0,247.03,44.4,91.71,55.07,2175.4,1636985,50707,1687692,45,0.499812,0.225,0.72481
Preprint - The AI Criminal Mastermind - Paper,85,73,3,6,3,0,0,1115.15,102.03,452.92,345.03,8672.33,1959836,59536,2019372,66,0.790121,0.43,1.220119
Reimagining-justice-peacemaking-criminology-and-alternative-justice-systems-in-the-Kenyan-context,32,23,0,8,1,0,0,369.32,45.92,126.42,64.06,1469.54,733494,25790,759284,21,0.22206,0.105,0.327059
affiliation_errors_openalex,34,31,2,1,0,0,0,85.24,28.3,66.54,64.24,962.33,141503,5332,146835,4,0.043374,0.02,0.063374
algorithms-19-00509,52,50,0,1,1,0,0,409.36,37.17,227.94,62.96,1932.66,573805,23349,597154,16,0.178475,0.08,0.258477
hall_next_research,84,37,10,15,22,0,0,1146.22,258.93,736.69,622.18,21750.17,2487313,95211,2582524,171,1.674784,1.58,3.254789
journal.pone.0325168,115,105,0,9,1,0,0,895.35,152.22,459.5,448.49,17505.1,981926,30587,1012513,28,0.291361,0.14,0.431361
journal.pone.0334595,43,38,0,4,1,0,0,814.84,188.28,610.9,384.03,8095.91,276016,9612,285628,8,0.102629,0.045,0.14763
journal.pone.0345850,91,68,1,4,18,0,0,899.46,282.55,724.79,642.84,25712.16,1792130,66582,1858712,107,1.158734,0.97,2.128733
journal.pone.0349889,91,82,1,8,0,0,0,339.87,81.7,186.34,166.12,7435.02,943670,30292,973962,26,0.281357,0.13,0.411357
journal.pone.0352338,43,41,0,1,1,0,0,192.99,54.13,181.48,94.32,2327.39,639882,22012,661894,18,0.192988,0.09,0.282986
preprint-61779311834433-61779357373981,42,42,0,0,0,0,0,138.31,45.22,114.29,110.46,1899.38,383600,10074,393674,11,0.111012,0.055,0.166012
s12889-026-27943-8_reference,34,26,1,5,2,0,0,294.09,114.1,294.09,165.8,3879.54,1184997,42679,1227676,39,0.396692,0.24,0.636693
