document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
13335_Efficient_semantic_uncer,73,67,0,5,1,0,0,672.38,86.58,291.6,224.88,6320.39,1019589,36565,1056154,38,0.249625,0.38,0.629625
1_perspective_PLOSWater_preview,67,49,2,14,2,0,0,452.98,168.1,284.93,269.5,11262.75,1485232,58089,1543321,56,0.369656,0.56,0.929656
23812_Unmasking_Puppeteers_Lev,72,66,0,6,0,0,0,447.06,63.35,301.0,141.6,4561.47,170142,6065,176207,11,0.04161,0.11,0.15161
24047_Fourier_Token_Merging_Un,32,23,1,3,5,0,0,425.82,129.39,314.25,272.74,4140.34,395655,14286,409941,22,0.096989,0.22,0.316989
2606.11534v1_Urban_Heat_MiniCubes_An_AI-Ready_dataset_for_urban_heat_rese,104,98,2,4,0,0,0,782.31,114.68,273.48,264.95,11926.29,1116409,42184,1158593,56,0.276014,0.56,0.836014
2606.11558v1_Measurable_matchings_in_unbalanced_graphs,156,142,6,7,1,0,0,544.7,67.77,269.75,206.15,10572.65,922901,35373,958274,55,0.228797,0.55,0.778797
2606.11565v1,38,16,5,6,11,0,0,525.03,137.91,248.96,212.54,5240.51,981879,37569,1019448,64,0.243338,0.64,0.883338
2606.12165v1_Pricing_mobility_services_under_decision-dependent_demand_un,36,30,0,5,1,0,0,236.87,61.57,219.21,207.86,2216.57,199649,8506,208155,11,0.050562,0.11,0.160562
2606.12167v1_Shared_Infrastructure_Investment_and_Pricing_Stackelberg_Equ,75,62,0,13,0,0,0,376.09,68.63,190.88,159.21,5147.53,814988,27911,842899,34,0.197886,0.34,0.537886
2606.12170v1_A_Stochastic_Framework_for_the_Spherical_Jeans_Equation_Moti,35,30,1,1,3,0,0,249.18,79.85,228.5,184.68,2794.64,395090,13483,408573,28,0.095872,0.28,0.375872
2606.12264v1_The_Confined_beta-Soft_rotor_model_in_rare-earth_nuclei,76,67,1,5,3,0,0,319.18,69.58,193.46,144.68,5287.87,445888,17080,462968,24,0.110528,0.24,0.350528
2606.12308v1_Laser-Liquid_Interaction_in_Laser-Induced_Forward_Transfer_(,76,67,0,2,7,0,0,290.37,40.89,153.43,125.27,3107.65,426055,16865,442920,25,0.106293,0.25,0.356293
2606.12619v1_Constraining_the_Low-p_T_ηπ^0_Ratio_for_Direct-Photon_Analys,32,30,0,0,2,0,0,314.14,79.17,275.01,152.97,2533.42,434081,16944,451025,23,0.107995,0.23,0.337994
2606.12627v1_Two_pathways_to_diapycnal_mixing_in_strongly_stratified_flow,52,48,0,2,2,0,0,310.69,48.29,261.1,136.91,2511.05,188140,8165,196305,14,0.047834,0.14,0.187834
2606.12634v1_Keep_Policy_Gradient_in_Charge_Sibling-Guided_Credit_Distill,23,14,0,2,7,0,0,401.27,118.56,241.46,218.17,2726.89,146270,4734,151004,5,0.035171,0.05,0.085171
"2606.12652v1_A_mean_field_approach_to_multiple,_long-delayed_systems",31,26,1,2,2,0,0,372.43,144.48,287.83,196.13,4478.93,1043431,40826,1084257,78,0.259717,0.78,1.039716
AndyW_Dissertation_Limit,271,240,6,24,1,0,0,864.82,85.49,300.6,205.27,23167.6,2537510,91409,2628919,143,0.621763,1.43,2.051766
BD_money_in_bank_preprint,85,76,2,6,1,0,0,584.63,102.01,248.33,221.61,8671.27,1117637,38026,1155663,63,0.271061,0.63,0.901061
Cannabis_in_the_Capital__Manuscript,52,39,5,8,0,0,0,395.36,116.17,244.25,238.36,6041.05,682154,24042,706196,31,0.166483,0.31,0.476483
Domestic Politics in 2025_ South Korea's Polarized Democracy After Martial Law,24,17,6,1,0,0,0,254.96,141.34,225.68,214.19,3392.09,494672,15551,510223,39,0.118374,0.39,0.508373
Fingerprint_Ridges,38,38,0,0,0,0,0,259.39,95.38,223.56,198.54,3624.31,307745,10149,317894,10,0.074235,0.1,0.174235
GenAI_CrimEvidence,33,28,2,3,0,0,0,330.61,98.65,164.63,161.7,3255.33,568441,18796,587237,14,0.137183,0.14,0.277183
Gunshot_Detection_Literature_Review_Expanded,12,0,9,0,3,0,0,292.35,180.13,275.82,223.99,2161.53,401832,11930,413762,32,0.09528,0.32,0.41528
PredictionMarkets,49,0,49,0,0,0,0,447.52,82.0,124.4,121.38,4018.08,1199557,26258,1225815,4,0.272732,0.04,0.312732
Preprint - The AI Criminal Mastermind - Paper,85,64,6,11,4,0,0,992.01,118.13,293.18,230.92,10041.42,1792889,62190,1855079,83,0.43632,0.83,1.26632
Reimagining-justice-peacemaking-criminology-and-alternative-justice-systems-in-the-Kenyan-context,32,25,2,5,0,0,0,534.1,99.23,298.74,215.19,3175.44,766978,28833,795811,42,0.189436,0.42,0.609437
