raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"[1] W. Busza, K. Rajagopal, and W. van der Schee, Heavy Ion Collisions: The Big Picture, and the Big Questions, Ann. Rev. Nucl. Part. Sci. 68, 339 (2018), arXiv:1802.04801 [hep-ph].",journal_article,"Heavy Ion Collisions: The Big Picture, and the Big Questions",W. Busza | K. Rajagopal | W. van der Schee,2018,Ann. Rev. Nucl. Part. Sci.,68,,339,,,,,,
"[2] S. Borsanyi, Z. Fodor, J. N. Guenther, S. K. Katz, K. K. Szabo, A. Pasztor, I. Portillo, and C. Ratti, Higher order fluctuations and correlations of conserved charges from lattice QCD, JHEP 10, 205, arXiv:1805.04445 [hep-lat].",journal_article,Higher order fluctuations and correlations of conserved charges from lattice QCD,S. Borsanyi | Z. Fodor | J. N. Guenther | S. K. Katz | K. K. Szabo | A. Pasztor | I. Portillo | C. Ratti,,JHEP,10,,205,,,,,,
"[3] A. Bazavov et al. (HotQCD), Chiral crossover in QCD at zero and non-zero chemical potentials, Phys. Lett. B 795, 15 (2019), arXiv:1812.08235 [hep-lat].",journal_article,Chiral crossover in QCD at zero and non-zero chemical potentials,A. Bazavov et al. (HotQCD),2019,Phys. Lett. B,795,,15,,,,,,
"[4] A. Andronic, P. Braun-Munzinger, K. Redlich, J. Stachel, et al., Decoding the phase structure of QCD via particle production at high energy, Nature 561, 321 (2018), arXiv:1710.09425 [nucl-th].",journal_article,Decoding the phase structure of QCD via particle production at high energy,A. Andronic | P. Braun-Munzinger | K. Redlich | J. Stachel | et al.,2018,Nature,561,,321,,,,,,
"[5] J. Adam et al. (ALICE), Direct photon production in PbPb collisions at √ sNN = 2.76 TeV, Phys. Lett. B 754, 235 (2016), arXiv:1509.07324 [nucl-ex].",journal_article,Direct photon production in PbPb collisions at √ sNN = 2.76 TeV,J. Adam et al. (ALICE),2016,Phys. Lett. B,754,,235,,,,,,
"[6] G. David, Direct real photons in relativistic heavy ion collisions, Rept. Prog. Phys. 83, 046301 (2020), arXiv:1907.08893 [nucl-ex].",journal_article,Direct real photons in relativistic heavy ion collisions,G. David,2020,Rept. Prog. Phys.,83,,046301,,,,,,
"[7] A. Mazeliauskas and V. Vislavicius, Temperature and fluid velocity on the freeze-out surface from π, K, p spectra in pp, p-Pb and Pb-Pb collisions, Phys. Rev. C 101, 014910 (2020), arXiv:1907.11059 [hep-ph].",journal_article,"Temperature and fluid velocity on the freeze-out surface from π, K, p spectra in pp, p-Pb and Pb-Pb collisions",A. Mazeliauskas | V. Vislavicius,2020,Phys. Rev. C,101,,014910,,,,,,
"[8] M. M. Aggarwal et al. (WA98), Observation of direct photons in central 158-A-GeV Pb-208 + Pb-208 collisions, Phys. Rev. Lett. 85, 3595 (2000), arXiv:nuclex/0006008.",journal_article,Observation of direct photons in central 158-A-GeV Pb-208 + Pb-208 collisions,M. M. Aggarwal et al. (WA98),2000,Phys. Rev. Lett.,85,,3595,,,,,,
"[9] R. Albrecht et al. (WA80), Production of π 0 , η and direct photons in O+Au collisions at 200A GeV, Phys. Rev. C 44, 2736 (1991).",journal_article,"Production of π0, η and direct photons in O+Au collisions at 200A GeV",R. Albrecht et al. (WA80),1991,Phys. Rev. C,44,,2736,,,,,,
"[10] A. Adare et al. (PHENIX), Enhanced production of direct photons in Au+Au collisions at √ sNN = 200 GeV and implications for the initial temperature, Phys. Rev. Lett. 104, 132301 (2010), arXiv:0804.4168 [nucl-ex].",journal_article,Enhanced production of direct photons in Au+Au collisions at √ sNN = 200 GeV and implications for the initial temperature,A. Adare et al. (PHENIX),2010,Phys. Rev. Lett.,104,,132301,,,,,,
"[11] L. Adamczyk et al. (STAR), Direct virtual photon production in Au+Au collisions at √ sNN = 200 GeV, Phys. Lett. B 770, 451 (2017), arXiv:1607.01447 [nucl-ex].",journal_article,Direct virtual photon production in Au+Au collisions at √ sNN = 200 GeV,L. Adamczyk et al. (STAR),2017,Phys. Lett. B,770,,451,,,,,,
"[12] Y. Ren and A. Drees, Study of the η to π 0 Ratio in Heavy-Ion Collisions, Phys. Rev. C 104, 054902 (2021), arXiv:2102.05220 [nucl-ex].",journal_article,Study of the η to π0 Ratio in Heavy-Ion Collisions,Y. Ren | A. Drees,2021,Phys. Rev. C,104,,054902,,,,,,
"[13] U. A. Acharya et al. (PHENIX), Nonprompt directphoton production in Au+Au collisions at √sNN = 200 GeV, (2022), arXiv:2203.17187 [nucl-ex].",journal_article,Nonprompt directphoton production in Au+Au collisions at √sNN = 200 GeV,U. A. Acharya et al. (PHENIX),2022,,,,,,,,,,
"[14] E. Schnedermann, J. Sollfrank, and U. W. Heinz, Fireball spectra, NATO Advanced Study Institute on Particle Production in Highly Excited Matter Castelvecchio Pascoli, Italy, July 12-24, 1992, NATO Sci. Ser. B 303, 175 (1993).",book,Fireball spectra,E. Schnedermann | J. Sollfrank | U. W. Heinz,1993,,,,175,,,"NATO Advanced Study Institute on Particle Production in Highly Excited Matter Castelvecchio Pascoli, Italy, July 12-24, 1992",,,
"[15] E. Schnedermann, J. Sollfrank, and U. W. Heinz, Thermal phenomenology of hadrons from 200-A/GeV S+S collisions, Phys. Rev. C48, 2462 (1993), arXiv:nuclth/9307020 [nucl-th].",journal_article,Thermal phenomenology of hadrons from 200-A/GeV S+S collisions,E. Schnedermann | J. Sollfrank | U. W. Heinz,1993,Phys. Rev. C,48,,2462,,,,,,
"[16] F. Cooper and G. Frye, Comment on the Single Particle Distribution in the Hydrodynamic and Statistical Thermodynamic Models of Multiparticle Production, Phys. Rev. D10, 186 (1974).",journal_article,Comment on the Single Particle Distribution in the Hydrodynamic and Statistical Thermodynamic Models of Multiparticle Production,F. Cooper | G. Frye,1974,Phys. Rev. D,10,,186,,,,,,
"[17] A. Mazeliauskas, S. Floerchinger, E. Grossi, and D. Teaney, Fast resonance decays in nuclear collisions, Eur. Phys. J. C 79, 284 (2019), arXiv:1809.11049 [nuclth].",journal_article,Fast resonance decays in nuclear collisions,A. Mazeliauskas | S. Floerchinger | E. Grossi | D. Teaney,2019,Eur. Phys. J. C,79,,284,,,,,,
"[18] A. Mazeliauskas, S. Floerchinger, E. Grossi, and D. Teaney, FastReso (2018).",unknown,FastReso,A. Mazeliauskas | S. Floerchinger | E. Grossi | D. Teaney,2018,,,,,,,,,,
"[19] T. Sjostrand, S. Ask, J. R. Christiansen, R. Corke, N. Desai, P. Ilten, S. Mrenna, S. Prestel, C. O. Rasmussen, and P. Z. Skands, An Introduction to PYTHIA 8.2, Comput. Phys. Commun. 191, 159 (2015), arXiv:1410.3012 [hepph].",journal_article,An Introduction to PYTHIA 8.2,T. Sjostrand | S. Ask | J. R. Christiansen | R. Corke | N. Desai | P. Ilten | S. Mrenna | S. Prestel | C. O. Rasmussen | P. Z. Skands,2015,Comput. Phys. Commun.,191,,159,,,,,,
