raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
1. Utah Division of Water Resources. Why Utah cloud seeds. https://water.utah.gov/cloudseeding/,web,,,,,,,,,,,,https://water.utah.gov/cloudseeding/,2025 August 25
2. Munich Re. Natural disasters in 2024: climate change is showing its claws. https://www.munichre.com/en/company/media-relations/media-informa-tion-and-corporate-news/media-information/2025/natural-disaster-figures-2024.html,web,Natural disasters in 2024: climate change is showing its claws.,,2025,,,,,,,,Munich Re,https://www.munichre.com/en/company/media-relations/media-informa-tion-and-corporate-news/media-information/2025/natural-disaster-figures-2024.html,2025 August 25
3. Gallagher R. Natural catastrophe and climate report: 2024. https://www.ajg.com/gallagherre/news-and-insights/gallagherre-natural-catastro-phe-and-climate-report-2024/,web,Natural catastrophe and climate report: 2024.,Gallagher R,2024,,,,,,,,,https://www.ajg.com/gallagherre/news-and-insights/gallagherre-natural-catastro-phe-and-climate-report-2024/,2025 August 25
"4. World Meteorological Organization. WMO atlas of mortality and economic losses from weather, climate and water extremes (1970-2019). Geneva: WMO. 2021. https://wmo.int/publication-series/wmo-atlas-of-mortality-and-economic-losses-from-weather-climate-and-water-extremes-1970-2019",book,"WMO atlas of mortality and economic losses from weather, climate and water extremes (1970-2019).",World Meteorological Organization,2021,,,,,,,,WMO,https://wmo.int/publication-series/wmo-atlas-of-mortality-and-economic-losses-from-weather-climate-and-water-extremes-1970-2019,
"5. Zscheischler J, Martius O, Westra S, Bevacqua E, Raymond C, Horton RM, et al. A typology of compound weather and climate events. Nat Rev Earth Environ. 2020;1(7):333-47. https://doi.org/10.1038/s43017-020-0060-z",journal_article,A typology of compound weather and climate events.,Zscheischler J | Martius O | Westra S | Bevacqua E | Raymond C | Horton RM | et al,2020,Nat Rev Earth Environ,1,7,333-47,10.1038/s43017-020-0060-z,,,,,
"6. Dettinger MD, Martin Ralph F, Abel MR, Das T, Neiman P, Cox D, et al. Correction to: Design and quantification of an extreme winter storm scenario for emergency preparedness and planning exercises in California. Nat Hazards. 2024;120(13):12571-12571. https://doi.org/10.1007/s11069-024-06865-x",journal_article,Correction to: Design and quantification of an extreme winter storm scenario for emergency preparedness and planning exercises in California.,Dettinger MD | Martin Ralph F | Abel MR | Das T | Neiman P | Cox D | et al,2024,Nat Hazards,120,13,12571-12571,10.1007/s11069-024-06865-x,,,,,
"7. Porter K, Wein A, Alpers C, Baez A, Barnard P, Carter J. Overview of the ARkStorm scenario. Reston (VA): US Geological Survey. 2011. http:// pubs.usgs.gov/of/2010/1312",book,Overview of the ARkStorm scenario.,Porter K | Wein A | Alpers C | Baez A | Barnard P | Carter J,2011,,,,,,,,US Geological Survey,http://pubs.usgs.gov/of/2010/1312/,
"8. Stendel M, Francis J, White R, Williams PD, Woollings T. The jet stream and climate change. Climate Change. Elsevier. 2021:327-57. https://doi.org/10.1016/b978-0-12-821575-3.00015-3",book,The jet stream and climate change.,Stendel M | Francis J | White R | Williams PD | Woollings T,2021,,,,327-57,10.1016/b978-0-12-821575-3.00015-3,9780128215753,Climate Change,Elsevier,,
"9. Kautz L-A, Martius O, Pfahl S, Pinto JG, Ramos AM, Sousa PM, et al. Atmospheric blocking and weather extremes over the Euro-Atlantic sector - a review. Weather Clim Dynam. 2022;3(1):305-36. https://doi.org/10.5194/wcd-3-305-2022",journal_article,Atmospheric blocking and weather extremes over the Euro-Atlantic sector - a review.,Kautz L-A | Martius O | Pfahl S | Pinto JG | Ramos AM | Sousa PM | et al,2022,Weather Clim Dynam,3,1,305-36,10.5194/wcd-3-305-2022,,,,,
"10. Lau WKM, Kim KM. The 2010 Pakistan flood and Russian heat wave: teleconnection of hydrometeorological extremes. J Hydrometeorol. 2012;13:392-403. https://doi.org/10.1175/JHM-D-11-016.1",journal_article,The 2010 Pakistan flood and Russian heat wave: teleconnection of hydrometeorological extremes.,Lau WKM | Kim KM,2012,J Hydrometeorol,13,,392-403,10.1175/JHM-D-11-016.1,,,,,
