raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"Arobone, E. & Sarkar, S. 2012 Evolution of a stratified rotating shear layer with horizontal shear. Part I. Linear stability. J. Fluid Mech. 703, 29-48.",journal_article,Evolution of a stratified rotating shear layer with horizontal shear. Part I. Linear stability,"Arobone, E. | Sarkar, S.",2012,J. Fluid Mech.,703,,29-48,,,,,,
"Arobone, E. & Sarkar, S. 2013 Evolution of a stratified rotating shear layer with horizontal shear. Part 2. Nonlinear evolution. J. Fluid Mech. 732, 373-400.",journal_article,Evolution of a stratified rotating shear layer with horizontal shear. Part 2. Nonlinear evolution,"Arobone, E. | Sarkar, S.",2013,J. Fluid Mech.,732,,373-400,,,,,,
"Augier, P., Billant, P. & Chomaz, J.-M. 2015 Stratified turbulence forced with columnar dipoles: numerical study. J. Fluid Mech. 769, 403-443.",journal_article,Stratified turbulence forced with columnar dipoles: numerical study,"Augier, P. | Billant, P. | Chomaz, J.-M.",2015,J. Fluid Mech.,769,,403-443,,,,,,
"Basak, S. & Sarkar, S. 2006 Dynamics of a stratified shear layer with horizontal shear. J. Fluid Mech. 568, 19-54.",journal_article,Dynamics of a stratified shear layer with horizontal shear,"Basak, S. | Sarkar, S.",2006,J. Fluid Mech.,568,,19-54,,,,,,
"Billant, P. & Chomaz, J.-M. 2000a Experimental evidence for a new instability of a vertical columnar vortex pair in a strongly stratified fluid. J. Fluid Mech. 418 (1), 167-188.",journal_article,Experimental evidence for a new instability of a vertical columnar vortex pair in a strongly stratified fluid,"Billant, P. | Chomaz, J.-M.",2000,J. Fluid Mech.,418,(1),167-188,,,,,,
"Billant, P. & Chomaz, J.-M. 2000b Theoretical analysis of the zigzag instability of a vertical columnar vortex pair in a strongly stratified fluid. J. Fluid Mech. 419 (1), 29-63.",journal_article,Theoretical analysis of the zigzag instability of a vertical columnar vortex pair in a strongly stratified fluid,"Billant, P. | Chomaz, J.-M.",2000,J. Fluid Mech.,419,(1),29-63,,,,,,
"Billant, P. & Chomaz, J.-M. 2000c Three-dimensional stability of a vertical columnar vortex pair in a stratified fluid. J. Fluid Mech. 419 (1), 65-91.",journal_article,Three-dimensional stability of a vertical columnar vortex pair in a stratified fluid,"Billant, P. | Chomaz, J.-M.",2000,J. Fluid Mech.,419,(1),65-91,,,,,,
"Billant, P. & Chomaz, J.-M. 2001 Self-similarity of strongly stratified inviscid flows. Phys. Fluids 13 (6), 1645-1651.",journal_article,Self-similarity of strongly stratified inviscid flows,"Billant, P. | Chomaz, J.-M.",2001,Phys. Fluids,13,(6),1645-1651,,,,,,
"Brethouwer, G., Billant, P., Lindborg, E. & Chomaz, J.-M. 2007 Scaling analysis and simulation of strongly stratified turbulent flows. J. Fluid Mech. 585, 343-368.",journal_article,Scaling analysis and simulation of strongly stratified turbulent flows,"Brethouwer, G. | Billant, P. | Lindborg, E. | Chomaz, J.-M.",2007,J. Fluid Mech.,585,,343-368,,,,,,
"Caulfield, C.P. 2021 Layering, instabilities and mixing in turbulent stratified flow. Annu. Rev. Fluid Mech. 53, 113-145.",journal_article,"Layering, instabilities and mixing in turbulent stratified flow","Caulfield, C.P.",2021,Annu. Rev. Fluid Mech.,53,,113-145,,,,,,
"Caulfield, C. P. & Kerswell, R. R. 2000 The nonlinear development of three-dimensional disturbances at hyperbolic stagnation points: A model of the braid region in mixing layers. Phys. Fluids 12 (5), 1032-1043.",journal_article,The nonlinear development of three-dimensional disturbances at hyperbolic stagnation points: A model of the braid region in mixing layers,"Caulfield, C. P. | Kerswell, R. R.",2000,Phys. Fluids,12,(5),1032-1043,,,,,,
"Chini, G.P., Michel, G., Julien, K., Rocha, C.B. & Caulfield, C.P. 2022 Exploiting self-organized criticality in strongly stratified turbulence. J. Fluid Mech. 933, A22.",journal_article,Exploiting self-organized criticality in strongly stratified turbulence,"Chini, G.P. | Michel, G. | Julien, K. | Rocha, C.B. | Caulfield, C.P.",2022,J. Fluid Mech.,933,,A22,,,,,,
