raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"Anthropic. No date. Using Research on Claude. Retrieved January 8, 2026, from https://support.claude.com/en/articles/11088861-using-research-on-claude",web,Using Research on Claude,Anthropic,,,,,,,,,,https://support.claude.com/en/articles/11088861-using-research-on-claude,"January 8, 2026"
"Ashby, Matt P. (2021). The Open-Access Availability of Criminological Research to Practitioners and Policy Makers. Journal of Criminal Justice Education 32:1-21. https://doi.org/10.1080/10511253.2020.1838588 (OA postprint: https://osf.io/preprints/socarxiv/wnq7h)",journal_article,The Open-Access Availability of Criminological Research to Practitioners and Policy Makers,"Ashby, Matt P.",2021,Journal of Criminal Justice Education,32,,1-21,10.1080/10511253.2020.1838588,,,,,
"Boyle, James. 2010. The Public Domain: Enclosing the Commons of the Mind. New Haven, CT: Yale University Press.",book,The Public Domain: Enclosing the Commons of the Mind,"Boyle, James",2010,,,,,,9783849513375,,Yale University Press,,
Creative Commons (CC). No date. About CC Licenses. https://creativecommons.org/share-your-work/cclicenses,web,About CC Licenses,Creative Commons (CC),,,,,,,,,,https://creativecommons.org/share-your-work/cclicenses,
"CrimRxiv Consortium. No date. CrimRxiv Consortium. Retrieved April 6, 2026, from https://www.crimrxiv.com/consortium",web,CrimRxiv Consortium,CrimRxiv Consortium,,,,,,,,,,https://www.crimrxiv.com/consortium,"April 6, 2026"
"CrimRxiv Consortium. 2025. CrimRxiv.com Is Regularly Exceeding 100k Users per Month Thanks to Your Support of Open Criminology. X, November 20, 2025. https://x.com/CrimConsortium/status/1991479707309863158",web,CrimRxiv.com Is Regularly Exceeding 100k Users per Month Thanks to Your Support of Open Criminology,CrimRxiv Consortium,2025,X,,,,,,,,https://x.com/CrimConsortium/status/1991479707309863158,
"European Network for Open Criminology. No date. European Network for Open Criminology. Retrieved April 6, 2026, from https://esc-enoc.github.io",web,European Network for Open Criminology,European Network for Open Criminology,,,,,,,,,,https://esc-enoc.github.io,"April 6, 2026"
"Google. No date. Gemini Deep Research - Your Personal Research Assistant. Retrieved January 8, 2026, from https://gemini.google/gb/overview/deep-research",web,Gemini Deep Research - Your Personal Research Assistant,Google,,,,,,,,,,https://gemini.google/gb/overview/deep-research,"January 8, 2026"
"Jacques, Scott. 2023. Ranking the Openness of Criminology Units: An Attempt to Incentivize the Use of Librarians, Institutional Repositories, and Unit-Dedicated Collections to Increase Scholarly Impact and Justice. Journal of Contemporary Criminal Justice 39:371-386. https://doi.org/10.1177/10439862231172737 (OA postprint: https://doi.org/10.21428/cb6ab371.69930b9a)",journal_article,"Ranking the Openness of Criminology Units: An Attempt to Incentivize the Use of Librarians, Institutional Repositories, and Unit-Dedicated Collections to Increase Scholarly Impact and Justice","Jacques, Scott",2023,Journal of Contemporary Criminal Justice,39,,371-386,10.1177/10439862231172737,,,,,
"Jacques, Scott. 2025a. Making Your Articles Open Access: Opportunities and Choices. The Criminologist, May/June issue. https://asc41.org/wp-content/uploads/ASC-Criminologist-2025-05.pdf",journal_article,Making Your Articles Open Access: Opportunities and Choices,"Jacques, Scott",2025,The Criminologist,,,,,,,,https://asc41.org/wp-content/uploads/ASC-Criminologist-2025-05.pdf,
