document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
13335_Efficient_semantic_uncer,73,72,0,0,1,0,0,344.21,42.96,140.48,114.5,3136.23,916570,11367,927937,29,0.265108,0.145,0.410109
1_perspective_PLOSWater_preview,67,58,0,7,2,0,0,256.44,82.24,153.8,137.49,5510.01,1445898,20044,1465942,43,0.418799,0.215,0.6338
23812_Unmasking_Puppeteers_Lev,72,67,0,5,0,0,0,287.75,39.64,154.71,78.97,2854.36,157180,2062,159242,5,0.025529,0.025,0.050529
24047_Fourier_Token_Merging_Un,32,23,0,4,5,0,0,230.2,72.8,166.85,120.67,2329.55,378958,5507,384465,12,0.096833,0.06,0.156833
2606.11534v1_Urban_Heat_MiniCubes_An_AI-Ready_dataset_for_urban_heat_rese,104,100,1,3,0,0,0,392.23,67.06,159.6,134.16,6974.68,1043103,13409,1056512,33,0.243119,0.165,0.40812
2606.11558v1_Measurable_matchings_in_unbalanced_graphs,156,147,3,5,1,0,0,321.9,36.89,95.87,83.91,5755.54,819797,9741,829538,26,0.19378,0.13,0.32378
2606.11565v1,38,24,1,2,11,0,0,250.11,58.93,90.25,85.25,2239.42,828481,10914,839395,26,0.214587,0.13,0.344586
2606.12165v1_Pricing_mobility_services_under_decision-dependent_demand_un,36,33,0,2,1,0,0,124.41,49.34,86.76,84.72,1776.08,174746,2193,176939,5,0.046426,0.025,0.071425
2606.12167v1_Shared_Infrastructure_Investment_and_Pricing_Stackelberg_Equ,75,66,0,8,1,0,0,255.71,47.57,94.85,83.14,3567.68,753450,8883,762333,24,0.179354,0.12,0.299354
2606.12170v1_A_Stochastic_Framework_for_the_Spherical_Jeans_Equation_Moti,35,31,0,1,3,0,0,143.26,48.86,89.92,85.52,1710.02,330783,3834,334617,10,0.085862,0.05,0.135862
2606.12264v1_The_Confined_beta-Soft_rotor_model_in_rare-earth_nuclei,76,70,1,5,0,0,0,181.35,47.74,148.94,98.19,3627.91,446299,5685,451984,14,0.109824,0.07,0.179824
2606.12308v1_Laser-Liquid_Interaction_in_Laser-Induced_Forward_Transfer_(,76,67,0,2,7,0,0,183.99,42.19,115.41,78.54,3206.45,430115,6429,436544,13,0.122133,0.065,0.187133
2606.12619v1_Constraining_the_Low-p_T_ηπ^0_Ratio_for_Direct-Photon_Analys,32,31,1,0,0,0,0,298.08,54.24,244.63,102.22,1735.84,427220,71522,498742,13,0.287837,0.065,0.352837
2606.12627v1_Two_pathways_to_diapycnal_mixing_in_strongly_stratified_flow,52,52,0,0,0,0,0,138.37,37.45,96.6,79.7,1947.62,156987,2208,159195,5,0.044962,0.025,0.069962
2606.12634v1_Keep_Policy_Gradient_in_Charge_Sibling-Guided_Credit_Distill,23,14,0,2,7,0,0,240.03,58.3,103.29,96.33,1340.88,156824,2305,159129,5,0.037503,0.025,0.062504
"2606.12652v1_A_mean_field_approach_to_multiple,_long-delayed_systems",31,25,1,3,2,0,0,100.03,55.55,81.23,74.43,1722.19,832175,12726,844901,26,0.216412,0.13,0.346412
AndyW_Dissertation_Limit,271,251,1,19,0,0,0,479.88,51.29,118.53,107.66,13899.46,2156833,25379,2182212,67,0.511493,0.335,0.846495
BD_money_in_bank_preprint,85,78,1,5,1,0,0,312.19,56.86,120.75,116.56,4832.86,992964,11601,1004565,31,0.250357,0.155,0.405357
Cannabis_in_the_Capital__Manuscript,52,42,3,7,0,0,0,254.89,62.02,123.6,114.73,3224.97,616486,7547,624033,19,0.177025,0.095,0.272027
Domestic Politics in 2025_ South Korea's Polarized Democracy After Martial Law,24,20,1,0,3,0,0,143.47,68.21,104.59,100.18,1637.01,409235,4462,413697,13,0.095658,0.065,0.160659
Fingerprint_Ridges,38,38,0,0,0,0,0,171.87,64.44,115.54,111.62,2448.91,269715,3149,272864,8,0.065826,0.04,0.105826
GenAI_CrimEvidence,33,31,2,0,0,0,0,244.47,64.86,134.54,112.56,2140.37,535640,5658,541298,16,0.151872,0.08,0.231872
Gunshot_Detection_Literature_Review_Expanded,12,1,6,4,1,0,0,154.82,78.47,119.99,116.52,941.65,377479,4640,382119,12,0.08658,0.06,0.146579
