document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
13335_Efficient_semantic_uncer,73,69,1,2,1,0,0,365.69,48.52,173.45,124.82,3542.15,974998,33204,1008202,29,0.278425,0.145,0.423426
1_perspective_PLOSWater_preview,67,57,0,8,2,0,0,253.33,91.42,158.62,142.97,6125.13,1654030,62780,1716810,46,0.481531,0.23,0.711532
23812_Unmasking_Puppeteers_Lev,72,67,0,5,0,0,0,358.31,38.95,166.86,108.71,2804.42,220892,6899,227791,5,0.05594,0.025,0.08094
24047_Fourier_Token_Merging_Un,32,22,0,3,7,0,0,229.35,72.46,170.75,142.74,2318.74,417444,17906,435350,12,0.12205,0.06,0.182051
2606.11534v1_Urban_Heat_MiniCubes_An_AI-Ready_dataset_for_urban_heat_rese,104,97,1,4,2,0,0,454.62,66.39,225.34,145.71,6905.05,1150116,46916,1197032,33,0.331306,0.165,0.496305
2606.11558v1_Measurable_matchings_in_unbalanced_graphs,156,147,2,5,2,0,0,353.69,36.97,111.18,99.19,5766.81,918742,29657,948399,26,0.256287,0.13,0.386288
2606.11565v1,38,19,4,3,12,0,0,326.98,83.88,189.3,153.12,3187.39,806727,32210,838937,26,0.223398,0.13,0.353395
2606.12165v1_Pricing_mobility_services_under_decision-dependent_demand_un,36,32,1,2,1,0,0,133.58,42.39,103.92,101.74,1525.92,211810,7908,219718,6,0.047386,0.03,0.077386
2606.12167v1_Shared_Infrastructure_Investment_and_Pricing_Stackelberg_Equ,75,61,1,13,0,0,0,308.06,60.78,199.69,115.23,4558.33,815154,34949,850103,24,0.244744,0.12,0.364744
2606.12170v1_A_Stochastic_Framework_for_the_Spherical_Jeans_Equation_Moti,35,30,2,1,2,0,0,203.53,55.87,181.62,151.38,1955.35,376661,11926,388587,11,0.106088,0.055,0.161089
2606.12264v1_The_Confined_beta-Soft_rotor_model_in_rare-earth_nuclei,76,67,2,7,0,0,0,224.8,51.23,176.28,111.52,3893.61,459238,19739,478977,14,0.126989,0.07,0.196988
2606.12308v1_Laser-Liquid_Interaction_in_Laser-Induced_Forward_Transfer_(,76,67,0,2,7,0,0,164.93,41.95,112.62,90.49,3188.15,474358,19672,494030,13,0.142591,0.065,0.207591
2606.12619v1_Constraining_the_Low-p_T_ηπ^0_Ratio_for_Direct-Photon_Analys,32,29,3,0,0,0,0,225.66,77.72,200.35,125.45,2486.95,418888,16413,435301,13,0.120173,0.065,0.185174
2606.12627v1_Two_pathways_to_diapycnal_mixing_in_strongly_stratified_flow,52,50,0,1,1,0,0,121.92,30.74,90.22,64.92,1598.48,173578,6515,180093,5,0.049959,0.025,0.074959
2606.12634v1_Keep_Policy_Gradient_in_Charge_Sibling-Guided_Credit_Distill,23,15,0,2,6,0,0,175.56,45.82,96.5,76.55,1053.92,173091,6092,179183,5,0.046905,0.025,0.071905
"2606.12652v1_A_mean_field_approach_to_multiple,_long-delayed_systems",31,25,1,4,1,0,0,168.82,44.66,122.97,64.15,1384.45,901245,34844,936089,27,0.239968,0.135,0.374968
AndyW_Dissertation_Limit,271,249,3,19,0,0,0,685.68,70.38,297.31,227.61,19072.58,2443878,80722,2524600,70,0.65915,0.35,1.009149
BD_money_in_bank_preprint,85,74,3,7,1,0,0,469.7,73.87,248.93,240.48,6278.84,1021425,33280,1054705,32,0.28739,0.16,0.447391
Cannabis_in_the_Capital__Manuscript,52,42,3,7,0,0,0,454.32,92.84,356.08,240.94,4827.54,629764,21755,651519,20,0.168527,0.1,0.268527
Domestic Politics in 2025_ South Korea's Polarized Democracy After Martial Law,24,17,5,1,1,0,0,282.79,155.54,253.32,251.59,3732.9,310283,10786,321069,13,0.081822,0.065,0.146822
Fingerprint_Ridges,38,38,0,0,0,0,0,308.36,109.7,241.59,240.61,4168.78,314791,8629,323420,9,0.091641,0.045,0.136641
GenAI_CrimEvidence,33,31,1,1,0,0,0,306.1,77.66,195.56,155.08,2562.66,591453,19144,610597,18,0.164203,0.09,0.254202
Gunshot_Detection_Literature_Review_Expanded,12,0,6,1,5,0,0,223.61,138.08,211.32,194.89,1656.91,421601,12655,434256,13,0.10924,0.065,0.17424
PredictionMarkets,49,0,49,0,0,0,0,401.89,66.05,100.73,95.93,3236.61,1654702,62767,1717469,46,0.487641,0.23,0.717646
Preprint - The AI Criminal Mastermind - Paper,85,73,1,9,2,0,0,978.73,114.2,292.69,248.84,9707.1,1986805,69087,2055892,55,0.543919,0.275,0.818922
Reimagining-justice-peacemaking-criminology-and-alternative-justice-systems-in-the-Kenyan-context,32,24,1,7,0,0,0,387.77,65.77,188.94,117.2,2104.59,697459,29327,726786,21,0.202771,0.105,0.307769
affiliation_errors_openalex,34,31,2,1,0,0,0,110.76,32.21,84.92,83.7,1095.01,140422,5317,145739,4,0.039871,0.02,0.059872
algorithms-19-00509,52,50,0,2,0,0,0,298.12,49.01,116.48,91.72,2548.41,571254,21888,593142,16,0.163724,0.08,0.243725
hall_next_research,84,42,15,10,17,0,0,830.07,168.49,395.68,295.26,14153.03,1914603,80671,1995274,62,0.540029,0.31,0.850029
journal.pone.0325168,115,106,0,9,0,0,0,678.31,118.91,296.62,289.97,13674.94,978690,35804,1014494,28,0.281855,0.14,0.421852
journal.pone.0334595,43,40,0,3,0,0,0,369.81,87.68,228.47,226.02,3770.03,280191,9449,289640,8,0.075961,0.04,0.115961
journal.pone.0345850,91,67,16,2,6,0,0,512.7,168.05,347.74,314.42,15292.14,1113419,38519,1151938,45,0.299441,0.225,0.524443
journal.pone.0349889,91,82,1,8,0,0,0,346.97,89.22,191.37,182.64,8119.44,908579,32173,940752,26,0.241937,0.13,0.371937
journal.pone.0352338,43,40,0,2,1,0,0,185.69,62.64,137.48,110.76,2693.68,668891,26869,695760,18,0.184136,0.09,0.274135
preprint-61779311834433-61779357373981,42,40,0,2,0,0,0,138.84,51.44,110.46,105.94,2160.5,382316,13677,395993,11,0.104173,0.055,0.159173
s12889-026-27943-8_reference,34,28,3,2,1,0,0,186.86,105.33,186.86,162.5,3581.09,973548,35381,1008929,31,0.25061,0.155,0.405611
